评论,标签,得分
每一次有关他的图片都感觉他变了一次。,positive (stars 4 and 5),0.5689212083816528
怎么看着不太像翁法罗斯本地人,"negative (stars 1, 2 and 3)",0.5498864054679871
好像希儿加上素棠的感觉,positive (stars 4 and 5),0.7428231835365295
灵砂+李素裳是吧,positive (stars 4 and 5),0.5966097116470337
衣服像希儿的,"negative (stars 1, 2 and 3)",0.8362410068511963
看着素裳的建模，印着灵砂的体态，透着阮梅的灵魂,positive (stars 4 and 5),0.9937140345573425
芽衣？,positive (stars 4 and 5),0.8756595253944397
不是？这么紫是物理？,"negative (stars 1, 2 and 3)",0.7953782081604004
素裳（幻视）,positive (stars 4 and 5),0.9703558683395386
物理虚无？猫猫抽早了,"negative (stars 1, 2 and 3)",0.6794700026512146
好,positive (stars 4 and 5),0.9609854221343994
🤔新外号加一，小灰🐟,positive (stars 4 and 5),0.524804413318634
妈妈,positive (stars 4 and 5),0.9356139302253723
好美啊啊啊啊啊啊啊,positive (stars 4 and 5),0.9698218703269958
好怪啊是拼好衣吗？第一眼不知道看啥,positive (stars 4 and 5),0.5130154490470886
有点像素裳,"negative (stars 1, 2 and 3)",0.5439352989196777
素裳脸，希儿衣，天鹅丝,positive (stars 4 and 5),0.7534965872764587
希儿的衣服，素裳的脸,positive (stars 4 and 5),0.6863861680030823
这是素裳吗,"negative (stars 1, 2 and 3)",0.939498782157898
不是，你真出啊,"negative (stars 1, 2 and 3)",0.7429085373878479
我怎么感觉像希儿+灵砂,"negative (stars 1, 2 and 3)",0.6075382232666016
很多人说阿格莱雅对应的是伊甸，但我觉得这个对应的才是伊甸吧，我觉得阿格莱雅是阿波尼亚,positive (stars 4 and 5),0.8490778207778931
细节丝袜破个洞,"negative (stars 1, 2 and 3)",0.9144443869590759
李素裳+希儿？,positive (stars 4 and 5),0.9697736501693726
战损版黑丝,positive (stars 4 and 5),0.9304405450820923
裙子有点像希儿,"negative (stars 1, 2 and 3)",0.5577328205108643
翁法罗斯第三个命途不会是虚无吧？都出两个虚无了,positive (stars 4 and 5),0.7320783734321594
好像丹朱，这是见脸杀吗,"negative (stars 1, 2 and 3)",0.625940203666687
我为什么有持明的既视感,positive (stars 4 and 5),0.547914981842041
素裳新装机吗,positive (stars 4 and 5),0.577990710735321
立绘没有眼前一亮的感觉啊,positive (stars 4 and 5),0.8242603540420532
裳裳你怎么穿希儿的衣服,"negative (stars 1, 2 and 3)",0.7486587762832642
海洋半神已经穷得连丝袜都买不起了吗,positive (stars 4 and 5),0.8335962295532227
少女,positive (stars 4 and 5),0.9589542746543884
素裳+地下希儿？目前来说设计上没有抓我眼球的点，有点无聊(=,positive (stars 4 and 5),0.6475018858909607
素裳？,positive (stars 4 and 5),0.9176855683326721
完了没钱抽啊,"negative (stars 1, 2 and 3)",0.8959092497825623
是你吗？伊甸,positive (stars 4 and 5),0.6902246475219727
这家伙发的东西保真吗？,"negative (stars 1, 2 and 3)",0.9163850545883179
没有黑天鹅和卡妈，是不是可以跳了,"negative (stars 1, 2 and 3)",0.6959446668624878
这就是我们dot队,"negative (stars 1, 2 and 3)",0.5494945645332336
灵砂的姿态，希儿的衣服，素裳的头，这是什么拼好铁吗,"negative (stars 1, 2 and 3)",0.7544206380844116
李素裳你把希儿的衣服给我拖下来，害得我家希儿都不敢起床了,"negative (stars 1, 2 and 3)",0.504773736000061
重做卡妈26命,"negative (stars 1, 2 and 3)",0.726122260093689
感觉没有腿上的黑丝会更好,positive (stars 4 and 5),0.9034802317619324
啊啊啊啊啊，我的卡妈有救了，恨不得立马跳到3.5,positive (stars 4 and 5),0.7007426023483276
黑色李素裳,positive (stars 4 and 5),0.8958173394203186
本来以为是伊甸，没想到是希儿配色的李素裳,positive (stars 4 and 5),0.5414577126502991
哇是新的大姐姐！,positive (stars 4 and 5),0.9107632040977478
本来已经准备做囤囤鼠了，这计划赶不上变化！,positive (stars 4 and 5),0.6558406949043274
有人找出来她在神话和历史中的原型了吗,positive (stars 4 and 5),0.9538270235061646
李大枕头，你要干什么？加入dot？,positive (stars 4 and 5),0.641826868057251
一眼就觉得像李大枕头,"negative (stars 1, 2 and 3)",0.8281974196434021
严莉莉怎么被素裳夺舍了，还偷穿了希儿的衣服,positive (stars 4 and 5),0.6635258197784424
难道就我注意到她喊开拓者灰色的小鱼苗了吗？,"negative (stars 1, 2 and 3)",0.564161479473114
妈呀，好漂亮,positive (stars 4 and 5),0.9551535248756409
灰色的小鱼苗，这算开拓者的新外号吗,positive (stars 4 and 5),0.7983641624450684
素裳穿希儿衣服，wow,positive (stars 4 and 5),0.539544403553009
李素裳的脸 芽衣的配色 希尔的衣服说是,positive (stars 4 and 5),0.853662371635437
我也要玩dot队,positive (stars 4 and 5),0.7122383713722229
让我听听最悦耳的浪花,positive (stars 4 and 5),0.9733175039291382
dot女孩不会输,positive (stars 4 and 5),0.960975706577301
dot 特有的黑丝审美,positive (stars 4 and 5),0.9860039353370667
苍玄！是苍玄！丹朱啊，苍玄来啦！,positive (stars 4 and 5),0.8165408372879028
你说你是物理？,"negative (stars 1, 2 and 3)",0.6971019506454468
终于出来了，开攒！,positive (stars 4 and 5),0.9586821794509888
李素裳配希儿吗,positive (stars 4 and 5),0.9267717003822327
哥们儿！你偷花火的背景图了？！,"negative (stars 1, 2 and 3)",0.770081102848053
像灵砂,"negative (stars 1, 2 and 3)",0.6330684423446655
丝缇科西亚的白天也要来了啊，以及，这是什么素裳和希儿的结合体🤔角度问题？,positive (stars 4 and 5),0.7122316956520081
其实海瑟音很好色，知道为什么吗，因为海“色”音,positive (stars 4 and 5),0.7354745268821716
能说吗，没什么创新(¯―¯٥),"negative (stars 1, 2 and 3)",0.7484787106513977
我直接:嗨!老婆,positive (stars 4 and 5),0.5624348521232605
立绘明示，这是一个躺赢角色,"negative (stars 1, 2 and 3)",0.560867965221405
蕾丝双马尾暴君,positive (stars 4 and 5),0.6152684688568115
珊瑚宫素裳,positive (stars 4 and 5),0.894818902015686
大枕头你在干什么大枕头,"negative (stars 1, 2 and 3)",0.5115445256233215
我超，大米洗澡(爱马仕来也,positive (stars 4 and 5),0.7414178848266602
灵砂是你吗？,"negative (stars 1, 2 and 3)",0.7996039986610413
我们DOT队终于有救啦！,positive (stars 4 and 5),0.934837281703949
是下城区的希儿·没有姓女士吗,"negative (stars 1, 2 and 3)",0.6208009719848633
跟我组一辈子的dot队吧,positive (stars 4 and 5),0.7719761729240417
意思就是又要死一个了,"negative (stars 1, 2 and 3)",0.7307478785514832
好看是挺好看的，不过这个算不算卡池没开人先凉了，好像我们去翁法洛斯之前就凉了吧！,positive (stars 4 and 5),0.5589276552200317
噢～海瑟音～我的海瑟音～,positive (stars 4 and 5),0.8009650111198425
"素裳的脸，希儿的衣服，灵砂的睡姿
缝，都能缝",positive (stars 4 and 5),0.5243400931358337
我想当她靠着的那根大珊瑚,positive (stars 4 and 5),0.5249872803688049
我怎么感觉这不像牙医？,"negative (stars 1, 2 and 3)",0.8030256032943726
素裳的脸，希儿的裙子，黑天鹅的黑丝？,positive (stars 4 and 5),0.6990437507629395
素裳你怎么穿着希儿的衣服（doge）,"negative (stars 1, 2 and 3)",0.678181529045105
立绘和描述都有一种悲伤的感觉,"negative (stars 1, 2 and 3)",0.8295472860336304
明天有可能是刻律德菈嘛,positive (stars 4 and 5),0.618396520614624
第一眼；赛琳娜出新涂装了？,positive (stars 4 and 5),0.9903055429458618
黑丝破了,"negative (stars 1, 2 and 3)",0.8776034116744995
希儿转世了,positive (stars 4 and 5),0.923828125
怪了，不是红黑配色嘛，怎么变希儿配色了,"negative (stars 1, 2 and 3)",0.6484777331352234
……dbq但是素裳是你吗素裳？！,positive (stars 4 and 5),0.6586863398551941
“天外的英雄”，这一轮的预言已经把开拓者算在内了吗，如果是回到过去的话海瑟音应该不会有这样的预言，看来是重启了？,positive (stars 4 and 5),0.9630213975906372
其实更期待像崩二柯罗伊那样的说,positive (stars 4 and 5),0.9653224945068359
那一晚李素裳和希儿都喝醉了,positive (stars 4 and 5),0.6784273982048035
这张脸好像素裳,"negative (stars 1, 2 and 3)",0.6223918199539185
"李素裳的脸，希儿的衣服，灵砂的动作
什么究极缝合怪","negative (stars 1, 2 and 3)",0.6436203718185425
这配色有点量子味,positive (stars 4 and 5),0.6256474852561951
虚无妹子都很戳我xp,positive (stars 4 and 5),0.841853678226471
一看就很有dot味,positive (stars 4 and 5),0.9848434329032898
无感，跳过,"negative (stars 1, 2 and 3)",0.8769776821136475
虽然但是，不管是灵砂还是希儿还是李素裳，先看看这个[doge],positive (stars 4 and 5),0.9764641523361206
重做卡妈26命,"negative (stars 1, 2 and 3)",0.726122260093689
这配色？希……希裳？,positive (stars 4 and 5),0.7474465370178223
就没人感觉像后崩芽衣吗？,"negative (stars 1, 2 and 3)",0.9056546688079834
有人觉得腰那边的衣服像希儿吗？,"negative (stars 1, 2 and 3)",0.5970866084098816
确实很像素裳，一品味还有点像灵纱,positive (stars 4 and 5),0.5746821165084839
白厄再见，海瑟音我来了,positive (stars 4 and 5),0.9216288924217224
计划有变,positive (stars 4 and 5),0.8948323726654053
等的就是你！,positive (stars 4 and 5),0.6151536703109741
是因为发型吗？都在说素裳和灵砂？顺便一说终于见着这个杀敌八万女人的正脸了,positive (stars 4 and 5),0.6842048168182373
为什么我感觉像虚无希儿,"negative (stars 1, 2 and 3)",0.8530040979385376
海瑟音大人，我一个玩DOT的靠您救命了,positive (stars 4 and 5),0.732210636138916
希儿加李素裳？,positive (stars 4 and 5),0.9573481678962708
脸有点像素裳，衣服有点像希儿，动作有点像灵纱。我也是玩上了拼好人,positive (stars 4 and 5),0.8044285178184509
素裳的头，芽衣的脸，希儿的衣服,positive (stars 4 and 5),0.5723907351493835
有点像少女,positive (stars 4 and 5),0.5862464308738708
灰色的小鱼苗是说爷吗？每个黄金裔对爷都有特定的称呼，感觉要决战来个大的,positive (stars 4 and 5),0.7176482081413269
怎么感觉和查分宇宙里的立绘不太像呢,positive (stars 4 and 5),0.8325086832046509
好看,positive (stars 4 and 5),0.9314268231391907
希儿的衣服素裳的脸,positive (stars 4 and 5),0.6863861680030823
好好好,positive (stars 4 and 5),0.9635484218597412
今天是发立绘的时候吗？？？,"negative (stars 1, 2 and 3)",0.6242810487747192
右腿的丝袜，是被撕了么？,"negative (stars 1, 2 and 3)",0.8104376196861267
这个表情有点像阮梅,positive (stars 4 and 5),0.6797569394111633
所以dot队都是躺平角色是吗？,positive (stars 4 and 5),0.6642537117004395
好好看好喜欢但是是dot的队我不玩,positive (stars 4 and 5),0.7838355302810669
小灰毛们喜提新爱称“灰色的小鱼苗”,positive (stars 4 and 5),0.6617377996444702
说句不好听的，我们dot王朝了,"negative (stars 1, 2 and 3)",0.6268872022628784
"怎么有种网骗的感觉？
","negative (stars 1, 2 and 3)",0.9341628551483154
其实按定位，比较像樱,positive (stars 4 and 5),0.9536482691764832
拉小提琴的李素裳，我怎么会做这样的梦,positive (stars 4 and 5),0.6379677653312683
第一眼看上去像p的，第二眼还真长这样啊,"negative (stars 1, 2 and 3)",0.7542518973350525
衣服像希儿脸像阮梅 看剪影以为是少女体,"negative (stars 1, 2 and 3)",0.6959532499313354
海瑟音：愿下一场盛宴永恒,positive (stars 4 and 5),0.9879782199859619
"新角色预告✘
新的赛诺冷笑话✔",positive (stars 4 and 5),0.9769559502601624
李素裳咋去翁法罗斯了？,positive (stars 4 and 5),0.5836029052734375
衣服有点像希儿,"negative (stars 1, 2 and 3)",0.6899117231369019
居然不像伊甸？,"negative (stars 1, 2 and 3)",0.8136913776397705
怎么长得那么像隔壁崩三的寻梦者呀？,"negative (stars 1, 2 and 3)",0.6167160868644714
(๑•̀ㅂ•́)و✧,positive (stars 4 and 5),0.9453793168067932
dot队又来新人了？,positive (stars 4 and 5),0.8892731666564941
感觉像芽衣加素裳,"negative (stars 1, 2 and 3)",0.7610086798667908
多半又是个跟dot没半毛钱关系的直伤c,"negative (stars 1, 2 and 3)",0.9323827028274536
灵砂穿了希儿的衣服,positive (stars 4 and 5),0.6458386778831482
那海瑟音是否算一种浪花骑士？,positive (stars 4 and 5),0.7707993984222412
可怜的希儿，又老又牢就算了衣服还被扒了,"negative (stars 1, 2 and 3)",0.8279938101768494
只有我觉得像贝洛伯格的希儿吗,positive (stars 4 and 5),0.5370380282402039
这就是李素裳啊,"negative (stars 1, 2 and 3)",0.705617368221283
美工越来越呆板了啊,"negative (stars 1, 2 and 3)",0.6861029863357544
感觉不太像李素裳，像灵砂换了件衣服,"negative (stars 1, 2 and 3)",0.5141754746437073
感觉是受素裳借了希儿的衣服,"negative (stars 1, 2 and 3)",0.5900071859359741
这是真要开始下一个轮回了,positive (stars 4 and 5),0.9677715301513672
她真好看,positive (stars 4 and 5),0.9218854308128357
破洞丝袜…我抄,"negative (stars 1, 2 and 3)",0.9520710110664368
dot需要你,positive (stars 4 and 5),0.9341400265693665
看之前的图没想到配色这么像希儿，紫色系再加一！,positive (stars 4 and 5),0.9593132138252258
素裳是你吗,positive (stars 4 and 5),0.5730237364768982
怎么服饰上有种希儿的既视感,"negative (stars 1, 2 and 3)",0.6067395210266113
李大枕头是你吗？,positive (stars 4 and 5),0.5906482934951782
她跟小李好像啊,positive (stars 4 and 5),0.9084295034408569
李大枕头➕后崩芽衣,"negative (stars 1, 2 and 3)",0.8548365831375122
芽衣,positive (stars 4 and 5),0.8756595253944397
啊？？,positive (stars 4 and 5),0.7275973558425903
难道就我一个人觉得这脸像芽一吗？,"negative (stars 1, 2 and 3)",0.6910266280174255
666黑川茜吗，那不得不抽了,positive (stars 4 and 5),0.6765671372413635
不是兄弟，你这游戏真的不出四星角色了吗,positive (stars 4 and 5),0.6411020159721375
海瑟音不是死了吗？任务中不是提起她在千年前黑潮来临时奋勇杀敌但仍然被吞噬吗？难不成开拓者离开翁法洛斯后重返到了翁法洛斯一千年前？那就是说我们还有机会见到阿格莱雅，赛法莉亚，缇宝，缇安，缇宁了？,positive (stars 4 and 5),0.7958686351776123
下一个预告是明天发么？刻律德菈？,positive (stars 4 and 5),0.6628162264823914
太好了！是黑丝长腿大姐姐，dot有救了,positive (stars 4 and 5),0.9746339321136475
裂伤伤害不超过攻击力200%就老实了,positive (stars 4 and 5),0.512721061706543
啧，我一直以为海瑟因是冷艳那挂的长相,positive (stars 4 and 5),0.6427554488182068
哇靠，腰像希儿，头像素裳，拼好角色吗这是？,positive (stars 4 and 5),0.5106374621391296
还有一个呢,positive (stars 4 and 5),0.6946095824241638
装束变了，这套颜色搭配很希儿啊,positive (stars 4 and 5),0.9690620303153992
海瑟音你的丝袜破洞了可以拿来给我我给你补上,"negative (stars 1, 2 and 3)",0.7446614503860474
可以变成海瑟音姐姐的小海豹么,positive (stars 4 and 5),0.5623067021369934
你说这姐们砍了六万人,positive (stars 4 and 5),0.5729213356971741
多少年没出4星了？,"negative (stars 1, 2 and 3)",0.8004887104034424
"素裳加火星重女的感觉…
感觉有点冒犯了
对不起，对不起","negative (stars 1, 2 and 3)",0.5807888507843018
怎么还有战损,"negative (stars 1, 2 and 3)",0.8712486028671265
蕾耶拉是你吗,positive (stars 4 and 5),0.6437828540802002
妈妈级别,positive (stars 4 and 5),0.9277234673500061
素裳的脸，希儿衣服配色，白露立绘背景，手和腿有点像黑天鹅和卡芙卡，还有什么可以补充的,positive (stars 4 and 5),0.7392077445983887
日文cv是菜香啊，我去,"negative (stars 1, 2 and 3)",0.5830105543136597
蝶宝一开始3.0时视频给我感觉像格蕾修，海瑟音这给我感觉像李素裳，加上她配音是羽兔和塞西莉亚，估计实装后大概率色气程度很高，可惜我囊中羞涩二队都还没搞定还有不玩dot，只能含泪跳过了,positive (stars 4 and 5),0.9286044836044312
成熟的身体配上一张没有被知识污染过的脸，有点难绷,positive (stars 4 and 5),0.9197750687599182
希儿穿黑丝了,positive (stars 4 and 5),0.6207011342048645
这配色，异格希儿,"negative (stars 1, 2 and 3)",0.6829280257225037
又是个大姐姐吗？来点雌小鬼,positive (stars 4 and 5),0.6223610639572144
要是不绑卡妈，我就抽，因为我没卡妈,"negative (stars 1, 2 and 3)",0.7656571865081787
像是海洋元素的希儿，加上张素裳的脸,positive (stars 4 and 5),0.9022166132926941
有点心动，小号有470抽，目前打算抽白厄周日刻律丹恒全0+1一队，不知道还能不能拿下这个0+1，有机会再补卡夫卡和黑天鹅组一个dot,positive (stars 4 and 5),0.8587824702262878
跟想象完全不一样,"negative (stars 1, 2 and 3)",0.9587683081626892
素裳？你不是在仙舟吗,"negative (stars 1, 2 and 3)",0.6143985390663147
李……李素裳？,positive (stars 4 and 5),0.9430972933769226
素商你怎么抢了希儿的衣服穿，是不是还从你的好姐妹那搞来了破洞黑丝…,"negative (stars 1, 2 and 3)",0.9646753072738647
能不能出个新4星,"negative (stars 1, 2 and 3)",0.5326950550079346
这黑丝，爱了爱了,positive (stars 4 and 5),0.860887348651886
李素裳？,positive (stars 4 and 5),0.9587731957435608
原来我是dot玩家啊,positive (stars 4 and 5),0.7054406404495239
素裳把衣服还给希儿,positive (stars 4 and 5),0.7107824087142944
她居然叫我小鱼苗,positive (stars 4 and 5),0.5343577861785889
素裳➕希尔➕米丝特琳沙尼亚特,positive (stars 4 and 5),0.8777671456336975
怎么感觉跟之前剧情里的图（图找不到了）发型不太一样了,positive (stars 4 and 5),0.8577578067779541
"所以果然要回到过去了吗？
我记得在之前版本的剧情里边这个角色是已经确定死掉了。
但是从这个角色的话来看，她见到了主角。",positive (stars 4 and 5),0.9873959422111511
怎么看着那么像李素裳,"negative (stars 1, 2 and 3)",0.5603283643722534
卧槽卧槽卧槽卧槽 这下计划有变了,positive (stars 4 and 5),0.8744615316390991
你看着杯子像不像欢愉，万一是虚无打追击的呢，我是说万一,positive (stars 4 and 5),0.5308401584625244
第一眼芽衣，第二眼李素裳,positive (stars 4 and 5),0.8875377178192139
素裳你怎么穿着希尔的衣服？,"negative (stars 1, 2 and 3)",0.8096166253089905
发动魔法卡融合，将芽衣、素裳、希儿作为融合素材，召唤海瑟音,positive (stars 4 and 5),0.9389106631278992
素裳+阮梅+希儿,positive (stars 4 and 5),0.9464581608772278
都是崩坏三的老舰长了。,"negative (stars 1, 2 and 3)",0.6487646102905273
看起来像李素裳和芽衣的组合,positive (stars 4 and 5),0.8349408507347107
蕾耶拉？,positive (stars 4 and 5),0.8768054246902466
哇，海瑟音，抽抽,positive (stars 4 and 5),0.6335065960884094
海瑟音出来以前我一直以为是白色衣服那,positive (stars 4 and 5),0.9214609265327454
居然没有传统腿环,"negative (stars 1, 2 and 3)",0.8069131970405579
右腿战损！,"negative (stars 1, 2 and 3)",0.8995611071586609
是你吗李素裳,positive (stars 4 and 5),0.5537821650505066
衣服想希儿,"negative (stars 1, 2 and 3)",0.8852536678314209
素裳你穿人家希儿的衣服做什么,"negative (stars 1, 2 and 3)",0.9254286289215088
李素裳+桂乃芬+希儿素裳的脸，小桂子的丝袜，希儿的衣服,positive (stars 4 and 5),0.9592373371124268
有点像希儿,positive (stars 4 and 5),0.6399527192115784
素裳：另一个我？,positive (stars 4 and 5),0.794064462184906
为什么海瑟音立绘现在才发？因为她缺琴了,positive (stars 4 and 5),0.6503040194511414
哪个版本上线？,positive (stars 4 and 5),0.5793964862823486
海素希,positive (stars 4 and 5),0.9550297856330872
人山人海的素裳,positive (stars 4 and 5),0.8748830556869507
这形象跟我想象的完全不一样……,"negative (stars 1, 2 and 3)",0.9051741361618042
那一天 希儿和素裳都犯错了,"negative (stars 1, 2 and 3)",0.8124152421951294
看模拟宇宙的剪影，还以为是像伊甸呢，出来一看，素裳的头，希儿的衣服。难评，现在希望剧情和强度双达标，不让我的卡妈和牢鹅还有坐牢,positive (stars 4 and 5),0.6028655171394348
？,positive (stars 4 and 5),0.9453793168067932
希儿加素裳,positive (stars 4 and 5),0.9350293874740601
爱了,positive (stars 4 and 5),0.9425054788589478
李素裳你不是在崩三吗,positive (stars 4 and 5),0.671513557434082
什么吗，吓死了我了，原来是上半c，我以为下半c那，抽什么白皇，我9金dot 有救了，抽11海，和我卡妈组一辈子dot 队,positive (stars 4 and 5),0.5710590481758118
感觉怪怪的,"negative (stars 1, 2 and 3)",0.7193464040756226
咋说呢，伊甸版的小李子？,positive (stars 4 and 5),0.9228157997131348
这个配色你说这是物理虚无？,"negative (stars 1, 2 and 3)",0.8558055758476257
这个姿势搞个男角色我就嘶哈嘶哈,positive (stars 4 and 5),0.5433018207550049
拿到隔壁说是素裳新装甲,"negative (stars 1, 2 and 3)",0.7502411007881165
素裳加希儿，这波dot队看来还得沉寂,positive (stars 4 and 5),0.940790057182312
裙子像牢希,positive (stars 4 and 5),0.6686972975730896
有点像黑希和李素裳结合体,positive (stars 4 and 5),0.875029444694519
来了来了,positive (stars 4 and 5),0.6498363614082336
后面不是还有刻律,"negative (stars 1, 2 and 3)",0.7068023681640625
袖子感觉是半透明的啊...不知道建模会怎么做,"negative (stars 1, 2 and 3)",0.6387647986412048
只需等待.jpg,"negative (stars 1, 2 and 3)",0.5092104077339172
看来刻律德拉就是符华脸了,positive (stars 4 and 5),0.7243458032608032
涩之律者,positive (stars 4 and 5),0.9779393076896667
这照片是你吗,"negative (stars 1, 2 and 3)",0.9439871907234192
看来官方发帖出错了呢，还改了一下，被我发现了吧,positive (stars 4 and 5),0.5589398145675659
戳xp了 抽爆,"negative (stars 1, 2 and 3)",0.855431854724884
乍一看希儿/素裳，但是特效比希儿强，星级比素裳高，强度？dot队站起来再说吧,positive (stars 4 and 5),0.9227695465087891
这衣服怎么跟希儿的那么像....,"negative (stars 1, 2 and 3)",0.7845343351364136
这什么龙丹+希儿+素裳啊,"negative (stars 1, 2 and 3)",0.9551101326942444
跟我想得不太一样诶,"negative (stars 1, 2 and 3)",0.729951798915863
幻视灵砂,positive (stars 4 and 5),0.9190148115158081
早说啊，这么好看。,positive (stars 4 and 5),0.7181298136711121
有点像我老婆，这能说吗？,positive (stars 4 and 5),0.5440744161605835
人妻素裳,positive (stars 4 and 5),0.8783196806907654
素裳？这脸第一眼以为看错了,positive (stars 4 and 5),0.8007130026817322
感觉有点像灵砂 是我的错觉？,positive (stars 4 and 5),0.6463613510131836
不在巅峰时慕名而来，不在低谷时转身离去，我要组一辈子dot队，海瑟音我来啦！,positive (stars 4 and 5),0.752217710018158
海瑟音能拯救dot吗,positive (stars 4 and 5),0.8431796431541443
确实有点儿像素裳,positive (stars 4 and 5),0.6287124156951904
？又是毁灭又是虚无？,"negative (stars 1, 2 and 3)",0.8532732725143433
灵砂？,positive (stars 4 and 5),0.9169977307319641
这配色竟然是物理？？？？？,"negative (stars 1, 2 and 3)",0.8628336191177368
希儿配色，芽衣的头,positive (stars 4 and 5),0.920708179473877
好看,positive (stars 4 and 5),0.9314268231391907
李素裳加希儿拼好角是吧,positive (stars 4 and 5),0.9473068714141846
那一晚，希儿、蕾耶拉、李素裳，还有灵砂，都喝多了,positive (stars 4 and 5),0.9277741312980652
谁能翻译一下翁法罗斯那个文字呢？,positive (stars 4 and 5),0.7995736598968506
头上有犄角？,"negative (stars 1, 2 and 3)",0.814638078212738
酷,positive (stars 4 and 5),0.9876453280448914
dot厨，出列！,positive (stars 4 and 5),0.9513577222824097
你不说是海瑟音，我还以为素裳出sp了,"negative (stars 1, 2 and 3)",0.8863993883132935
好耶！ 是破洞黑丝,"negative (stars 1, 2 and 3)",0.8069084286689758
素裳你好,positive (stars 4 and 5),0.6705226898193359
跟我想象的有点区别呢，就好像风堇那会一样,positive (stars 4 and 5),0.7413685321807861
希儿,positive (stars 4 and 5),0.9549182057380676
一眼李奶奶,"negative (stars 1, 2 and 3)",0.5196231603622437
似曾相识,positive (stars 4 and 5),0.9669578671455383
我觉得不大好看,"negative (stars 1, 2 and 3)",0.721730649471283
好眼熟,positive (stars 4 and 5),0.9647594094276428
立绘下的翁法罗斯文字翻译May the next feast be eternal下一场盛宴会永恒不歇吗？,positive (stars 4 and 5),0.9842372536659241
战双玩家——赛琳娜,positive (stars 4 and 5),0.8527348041534424
这海瑟因怎么一股李素裳的既视感,positive (stars 4 and 5),0.7009996771812439
海瑟音，美😍,positive (stars 4 and 5),0.9877639412879944
希儿加素裳加花火加遐蝶？,positive (stars 4 and 5),0.7318643927574158
有点瑟,"negative (stars 1, 2 and 3)",0.5486692786216736
希儿的衣服素裳的脸，灵砂的姿势,positive (stars 4 and 5),0.9880853891372681
李素裳即视感,positive (stars 4 and 5),0.973778486251831
终于等到你,positive (stars 4 and 5),0.5595614314079285
"May the next feast be eternal.
愿下一场欢宴永不落幕。",positive (stars 4 and 5),0.9779735207557678
有种李素裳cos阮梅，抢了希儿衣服的感觉,positive (stars 4 and 5),0.7202056050300598
海列屈拉，要是保留这个原名，真的难懂。。海瑟音好听多了，还好懂的多,positive (stars 4 and 5),0.9911376237869263
就我觉得衣服像镜流嘛,"negative (stars 1, 2 and 3)",0.7354848980903625
丝袜上怎么破了个洞,"negative (stars 1, 2 and 3)",0.8863983154296875
希尔同款衣装,positive (stars 4 and 5),0.8266405463218689
裳裳，你怎么穿上了希儿的衣服,"negative (stars 1, 2 and 3)",0.5607689619064331
物理虚无没谁了,"negative (stars 1, 2 and 3)",0.9478475451469421
dot队终于要站起来了吗,positive (stars 4 and 5),0.6471948027610779
感觉像是崩坏三符华的大徒弟林朝雨。,"negative (stars 1, 2 and 3)",0.7353248596191406
就我注意到没有腿环吗,"negative (stars 1, 2 and 3)",0.8497487902641296
咦，莫名有种仙舟角色的感觉，是因为这个小外套吗,positive (stars 4 and 5),0.5513097643852234
穿着像量子，听着像安柏，但是物理,"negative (stars 1, 2 and 3)",0.5430471301078796
怎么真好看,"negative (stars 1, 2 and 3)",0.7003165483474731
她和李大枕头好像啊。懂了异格李大枕头,positive (stars 4 and 5),0.9331591725349426
我寻思海瑟音不已经死了吗？,positive (stars 4 and 5),0.678021252155304
形象有些出乎预料、很像李大枕头 、,positive (stars 4 and 5),0.7790560722351074
新的神秘dot女子，怎么有点像后崩芽衣啊,"negative (stars 1, 2 and 3)",0.6010412573814392
我的小鱼，你醒了,positive (stars 4 and 5),0.6323379874229431
后崩芽衣？,"negative (stars 1, 2 and 3)",0.9182398915290833
为什么有一点希儿的既视感,positive (stars 4 and 5),0.922324538230896
伊甸同位体？又是dot队的？,positive (stars 4 and 5),0.6503932476043701
你和这位什么关系朋友,"negative (stars 1, 2 and 3)",0.8026209473609924
这也是个歌姬吧,positive (stars 4 and 5),0.8125013709068298
右上角文字,positive (stars 4 and 5),0.6120107173919678
又虚无量子，黄金义量子队站一半是吧,"negative (stars 1, 2 and 3)",0.5605021715164185
崩三片场刚下线就跑过来了？,"negative (stars 1, 2 and 3)",0.8533123135566711
好看诶比想象中的还好看可惜我要抽白厄,positive (stars 4 and 5),0.9585803151130676
素裳？发型有点像,positive (stars 4 and 5),0.6460090279579163
我居然在一个角色上看到了灵砂 希儿 大黑塔三个人的影子,positive (stars 4 and 5),0.6411558985710144
李素裳啊这是,positive (stars 4 and 5),0.548046886920929
不是，怎么感觉是灵砂的身形+崩三素尚的即视感+希儿衣服的结合啊,positive (stars 4 and 5),0.5007109642028809
海瑟音姐姐,positive (stars 4 and 5),0.9180524349212646
怎么感觉,"negative (stars 1, 2 and 3)",0.5880945920944214
素裳是你吗？,positive (stars 4 and 5),0.5730237364768982
终于要来了吗，dot队女子,positive (stars 4 and 5),0.8264670968055725
dot队会赢的,positive (stars 4 and 5),0.6353766322135925
我的评价:希儿配色的素裳,positive (stars 4 and 5),0.8258089423179626
"希儿
职位：联动密码管理员
培训时间：现实时间三天
任期：半年（打 黑 工）",positive (stars 4 and 5),0.6453425884246826
dot有救了😭😭😭😭😭,positive (stars 4 and 5),0.9608908891677856
可以期待这是最适合卡妈的dot吗,positive (stars 4 and 5),0.8233864307403564
